text,airline_sentiment
@AmericanAir this is a big company should be happy to do something for a customer when now it's costing more for delays oh and did I mention,negative
"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx",positive
"@USAirways despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents!",positive
"@USAirways after being assured by the pleasant woman at gate B11 in Albany, NY that life's not perfect, I'd heard enough.",negative
@USAirways 3935. Sitting on a freezing bus because nobody is in the plane. What is up?,negative
@SouthwestAir stuck in NYC flights Cancelled Flightled 2 days in a row Long wait times on phones. Running out of $ but SWA no help,negative
@united what a long day of delays. Please get us to Dallas tonight!!!!  Fingers crossed!!!  #winterstorm2015 #whichisworsedenordfw.,negative
@united 6 hour mechanical delay...killing me,negative
@united how we looking on getting those bags to Lusaka,negative
@VirginAmerica Dad on Segway is the best part of this whole infographic!,positive
@united JP - DM message who? Can't get a DM through to @united,negative
"@JetBlue Even though this flight #226 didn't have much needed hot beverages 4 us NY-ers, the landing was super smooth 👍👍 😊 #happytweet",positive
@AmericanAir @nrosenb1 it says changes can't be made online,negative
"@united they're not, actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful.",negative
@AmericanAir aa223 being ignored,negative
@USAirways what is the holdup? Should I be looking for another flight?,negative
@JetBlue insane the craziness I've seen with Jet Blue today at Newark Delayed 3 hours and now we are waiting for a Pilot!! #jetblue,negative
@JetBlue Amazingly Awesome customer service from your reservation agents tonight. Helping correct a mistake. I so love this airline. :),positive
@AmericanAir  Mad love http://t.co/4ojrSDWPkK NYC-,positive
@united - are you aware your airbus fleet sucks?  I'd rather fly a C-130 full of rubber dog shit.,negative
@united yr team have me on hold for over an hour unhelpful Pls can you answer my question.,negative
@AmericanAir love how you can't get an agent on the phone and the automated system hangs up on you,negative
"@AmericanAir @derekc21 , I leave Jaipur tomorrow , back to Dehli , Only in Delhi  one night .  we need to  use our abilities to make magic .",negative
"@USAirways with the weather mess in the South, I missed my connection in CLT. Impressed though with the Cust Serv phone reps today.",positive
@SouthwestAir apologies help. Would have been nice had supvsr. Sally in CLE offered one. Not usual gr8 southwest customer service I love,negative
@USAirways is setting themselves up for a lawsuit. No way we should sit on a plane for an hour and a half.,negative
"@AmericanAir AA1675 flight out of Jamaica was Cancelled Flightled yesterday due to ""weather"", while other flights were still landing at DFW",negative
@SouthwestAir i hope i can be apart of the team with this job opening!,positive
"@AmericanAir Nope, I have not been rebooked.",negative
"@USAirways where's my bag?  You called at noon promising it today, would like an update like your website promises.  I need that bag!",negative
@AmericanAir gate agents disappeared and customer service agents were miserable and unhelpful. #letdown #neveragain,negative
"@USAirways was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv.",negative
"@USAirways Already planning my local boycott for Washington, D.C. Area.",negative
"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta",negative
@SouthwestAir looks like you are up and running for the day. Still can't get through on the phone. Can you follow so I can dm you my info,negative
@united Checking tracing information. You got 2 numbers wrong in my phone number &amp; how did a turquoise duffle bag become a black laptop bag?,negative
"@AmericanAir @USAirways if this is how your merger is going to go, you fail! Huge probls w/comm on DFW storm. Cxld rtrn flts. NOT COOL!!!",negative
"@SouthwestAir Next once we arrived to Atlanta, we waited a full HOUR before our luggage was placed on a carousel. One hour!",negative
@SouthwestAir Any plans to make the southwest app for Android not crappy?,negative
"@USAirways 2 days in a row, not buying it. I suggest you review your policy w respect to unaccompanied minors, should have had a seat on Sun",negative
@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition,negative
@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!,positive
@VirginAmerica plus you've added commercials to the experience... tacky.,positive
@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,positive
@united it's my 21st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!,negative
"@JetBlue @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat",positive
"@united you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked, that's it!",negative
@SouthwestAir That would be great. Thank you! I'll send it over when you follow.,positive
@united Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!,positive
@united Why announce it is for rollers at all? If I want to put a coat in there isn't that my choice?  How about all gate checked? Thx,negative
@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!,negative
@USAirways the jetway because he felt I was disrespectful. I have never been treated this way particularly when I was trying to be a good c,negative
"@USAirways @AmericanAir Almost half hour on hold.  My cell phone battery is dying.  Thanks for your loyalty from a ""Platinum"" member",negative
@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC,negative
@USAirways ...these changes as well to Late Flightr find out that the flight I was scheduled for isn't ready,negative
"@USAirways #PHL why does it take an hour to offload bags, especially after taking 30+ min to get a jetway to get off plane after landing?",negative
"@JetBlue lol at your ""estimated departure time."" Plane hasn't even started boarding yet. You can't even get your delays right.",negative
@AmericanAir I need assistance reFlight Booking Problems a flight from dfw to lit,negative
"@united is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,",negative
@united Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.,positive
@AmericanAir  your customer service is deplorable. I am disgusted in your company and the ignorant people on the phones for lost baggage.,negative
